filename,class_name,original_folder,file_path,split
Tr-no_489.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_489.npz,train
Tr-no_1377.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1377.npz,train
Tr-pi_1109.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1109.npz,train
Tr-me_179.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_179.npz,train
Tr-gl_485.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_485.npz,train
Tr-pi_202.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_202.npz,train
Tr-me_475.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_475.npz,train
Tr-gl_505.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_505.npz,train
Tr-no_1312.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1312.npz,train
Tr-no_783.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_783.npz,train
Tr-pi_22.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_22.npz,train
Tr-me_1069.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1069.npz,train
Tr-no_197.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_197.npz,train
Tr-no_1333.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1333.npz,train
Tr-pi_78.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_78.npz,train
Tr-gl_255.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_255.npz,train
Tr-gl_200.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_200.npz,train
Tr-me_1251.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1251.npz,train
Tr-pi_966.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_966.npz,train
Tr-no_56.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_56.npz,train
Tr-no_1143.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1143.npz,train
Tr-pi_1211.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1211.npz,train
Tr-me_25.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_25.npz,train
Tr-no_1158.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1158.npz,train
Tr-pi_1004.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1004.npz,train
Tr-gl_363.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_363.npz,train
Tr-no_696.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_696.npz,train
Tr-me_100.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_100.npz,train
Tr-me_941.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_941.npz,train
Tr-me_932.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_932.npz,train
Tr-me_1252.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1252.npz,train
Tr-gl_324.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_324.npz,train
Tr-no_764.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_764.npz,train
Tr-no_957.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_957.npz,train
Tr-pi_904.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_904.npz,train
Tr-gl_714.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_714.npz,train
Tr-no_652.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_652.npz,train
Tr-me_928.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_928.npz,train
Tr-pi_571.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_571.npz,train
Tr-pi_876.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_876.npz,train
Tr-aug-me_67.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-aug-me_67.npz,train
Tr-me_145.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_145.npz,train
Tr-pi_816.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_816.npz,train
Tr-pi_7.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_7.npz,train
Tr-me_538.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_538.npz,train
Tr-me_324.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_324.npz,train
Tr-pi_269.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_269.npz,train
Tr-me_746.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_746.npz,train
Tr-me_619.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_619.npz,train
Tr-gl_423.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_423.npz,train
Tr-no_870.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_870.npz,train
Tr-gl_727.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_727.npz,train
Tr-pi_554.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_554.npz,train
Tr-pi_624.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_624.npz,train
Tr-no_126.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_126.npz,train
Tr-gl_499.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_499.npz,train
Tr-no_884.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_884.npz,train
Tr-gl_1210.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1210.npz,train
Tr-me_638.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_638.npz,train
Tr-gl_630.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_630.npz,train
Tr-me_1041.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1041.npz,train
Tr-gl_483.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_483.npz,train
Tr-gl_265.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_265.npz,train
Tr-gl_984.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_984.npz,train
Tr-pi_1095.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1095.npz,train
Tr-me_609.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_609.npz,train
Tr-no_238.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_238.npz,train
Tr-gl_317.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_317.npz,train
Tr-gl_795.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_795.npz,train
Tr-gl_107.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_107.npz,train
Tr-me_667.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_667.npz,train
Tr-me_642.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_642.npz,train
Tr-no_1038.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1038.npz,train
Tr-pi_1115.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1115.npz,train
Tr-me_853.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_853.npz,train
Tr-gl_470.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_470.npz,train
Tr-pi_1035.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1035.npz,train
Tr-me_1056.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1056.npz,train
Tr-me_1034.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1034.npz,train
Tr-gl_1342.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1342.npz,train
Tr-gl_1149.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1149.npz,train
Tr-gl_1113.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1113.npz,train
Tr-pi_276.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_276.npz,train
Tr-me_1082.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1082.npz,train
Tr-me_732.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_732.npz,train
Tr-gl_451.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_451.npz,train
Tr-pi_1371.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1371.npz,train
Tr-me_171.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_171.npz,train
Tr-me_301.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_301.npz,train
Tr-pi_236.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_236.npz,train
Tr-me_1160.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1160.npz,train
Tr-pi_376.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_376.npz,train
Tr-gl_16.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_16.npz,train
Tr-me_7.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_7.npz,train
Tr-no_480.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_480.npz,train
Tr-gl_992.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_992.npz,train
Tr-me_1289.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1289.npz,train
Tr-gl_5.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_5.npz,train
Tr-pi_1393.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1393.npz,train
Tr-no_1025.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1025.npz,train
Tr-gl_432.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_432.npz,train
Tr-no_907.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_907.npz,train
Tr-me_136.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_136.npz,train
Tr-pi_682.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_682.npz,train
Tr-pi_14.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_14.npz,train
Tr-gl_1382.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1382.npz,train
Tr-pi_1202.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1202.npz,train
Tr-no_409.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_409.npz,train
Tr-me_510.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_510.npz,train
Tr-no_820.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_820.npz,train
Tr-me_63.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_63.npz,train
Tr-gl_594.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_594.npz,train
Tr-no_22.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_22.npz,train
Tr-gl_333.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_333.npz,train
Tr-gl_625.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_625.npz,train
Tr-pi_1157.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1157.npz,train
Tr-me_552.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_552.npz,train
Tr-gl_1110.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1110.npz,train
Tr-gl_103.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_103.npz,train
Tr-me_587.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_587.npz,train
Tr-no_1292.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1292.npz,train
Tr-gl_549.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_549.npz,train
Tr-gl_310.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_310.npz,train
Tr-no_813.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_813.npz,train
Tr-me_482.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_482.npz,train
Tr-pi_284.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_284.npz,train
Tr-pi_206.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_206.npz,train
Tr-gl_83.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_83.npz,train
Tr-gl_378.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_378.npz,train
Tr-me_528.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_528.npz,train
Tr-no_767.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_767.npz,train
Tr-pi_117.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_117.npz,train
Tr-no_1124.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1124.npz,train
Tr-gl_524.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_524.npz,train
Tr-gl_612.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_612.npz,train
Tr-gl_153.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_153.npz,train
Tr-gl_500.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_500.npz,train
Tr-me_240.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_240.npz,train
Tr-no_1176.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1176.npz,train
Tr-gl_1315.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1315.npz,train
Tr-pi_197.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_197.npz,train
Tr-no_1275.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1275.npz,train
Tr-me_856.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_856.npz,train
Tr-pi_31.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_31.npz,train
Tr-no_1324.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1324.npz,train
Tr-no_1142.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1142.npz,train
Tr-no_690.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_690.npz,train
Tr-no_123.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_123.npz,train
Tr-no_888.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_888.npz,train
Tr-me_916.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_916.npz,train
Tr-me_805.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_805.npz,train
Tr-me_112.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_112.npz,train
Tr-gl_440.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_440.npz,train
Tr-no_1263.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1263.npz,train
Tr-me_551.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_551.npz,train
Tr-pi_1306.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1306.npz,train
Tr-gl_358.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_358.npz,train
Tr-no_246.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_246.npz,train
Tr-pi_515.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_515.npz,train
Tr-me_1126.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1126.npz,train
Tr-me_693.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_693.npz,train
Tr-gl_1285.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1285.npz,train
Tr-pi_1330.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1330.npz,train
Tr-me_469.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_469.npz,train
Tr-me_1090.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1090.npz,train
Tr-pi_45.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_45.npz,train
Tr-pi_532.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_532.npz,train
Tr-no_794.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_794.npz,train
Tr-gl_928.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_928.npz,train
Tr-pi_618.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_618.npz,train
Tr-pi_259.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_259.npz,train
Tr-no_951.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_951.npz,train
Tr-pi_10.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_10.npz,train
Tr-no_734.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_734.npz,train
Tr-pi_1383.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1383.npz,train
Tr-pi_403.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_403.npz,train
Tr-me_1170.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1170.npz,train
Tr-pi_441.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_441.npz,train
Tr-no_558.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_558.npz,train
Tr-me_1283.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1283.npz,train
Tr-gl_588.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_588.npz,train
Tr-gl_963.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_963.npz,train
Tr-pi_1074.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1074.npz,train
Tr-me_1043.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1043.npz,train
Tr-no_681.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_681.npz,train
Tr-pi_667.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_667.npz,train
Tr-gl_12.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_12.npz,train
Tr-aug-me_47.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-aug-me_47.npz,train
Tr-no_826.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_826.npz,train
Tr-gl_300.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_300.npz,train
Tr-pi_6.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_6.npz,train
Tr-gl_481.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_481.npz,train
Tr-pi_693.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_693.npz,train
Tr-pi_731.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_731.npz,train
Tr-gl_94.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_94.npz,train
Tr-gl_1092.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1092.npz,train
Tr-pi_803.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_803.npz,train
Tr-gl_1099.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1099.npz,train
Tr-me_870.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_870.npz,train
Tr-gl_666.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_666.npz,train
Tr-gl_1249.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1249.npz,train
Tr-pi_574.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_574.npz,train
Tr-no_1071.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1071.npz,train
Tr-aug-me_85.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-aug-me_85.npz,train
Tr-no_748.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_748.npz,train
Tr-gl_253.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_253.npz,train
Tr-pi_1003.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1003.npz,train
Tr-gl_455.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_455.npz,train
Tr-no_940.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_940.npz,train
Tr-pi_1235.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1235.npz,train
Tr-me_1026.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1026.npz,train
Tr-gl_624.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_624.npz,train
Tr-no_362.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_362.npz,train
Tr-no_133.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_133.npz,train
Tr-me_716.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_716.npz,train
Tr-pi_1.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1.npz,train
Tr-gl_1383.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1383.npz,train
Tr-me_1003.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1003.npz,train
Tr-pi_888.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_888.npz,train
Tr-pi_146.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_146.npz,train
Tr-gl_576.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_576.npz,train
Tr-gl_895.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_895.npz,train
Tr-no_801.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_801.npz,train
Tr-gl_790.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_790.npz,train
Tr-gl_655.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_655.npz,train
Tr-no_418.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_418.npz,train
Tr-gl_62.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_62.npz,train
Tr-pi_709.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_709.npz,train
Tr-pi_427.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_427.npz,train
Tr-pi_150.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_150.npz,train
Tr-me_269.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_269.npz,train
Tr-no_243.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_243.npz,train
Tr-me_546.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_546.npz,train
Tr-me_530.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_530.npz,train
Tr-no_992.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_992.npz,train
Tr-gl_604.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_604.npz,train
Tr-no_444.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_444.npz,train
Tr-gl_396.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_396.npz,train
Tr-pi_273.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_273.npz,train
Tr-pi_681.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_681.npz,train
Tr-no_704.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_704.npz,train
Tr-no_1021.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1021.npz,train
Tr-me_1172.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1172.npz,train
Tr-pi_481.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_481.npz,train
Tr-no_1331.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1331.npz,train
Tr-pi_74.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_74.npz,train
Tr-me_800.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_800.npz,train
Tr-no_1150.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1150.npz,train
Tr-me_254.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_254.npz,train
Tr-no_1347.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1347.npz,train
Tr-gl_913.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_913.npz,train
Tr-me_718.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_718.npz,train
Tr-gl_807.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_807.npz,train
Tr-pi_451.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_451.npz,train
Tr-pi_90.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_90.npz,train
Tr-me_141.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_141.npz,train
Tr-no_428.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_428.npz,train
Tr-pi_1316.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1316.npz,train
Tr-no_830.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_830.npz,train
Tr-no_711.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_711.npz,train
Tr-no_847.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_847.npz,train
Tr-pi_1237.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1237.npz,train
Tr-pi_519.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_519.npz,train
Tr-pi_272.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_272.npz,train
Tr-aug-me_71.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-aug-me_71.npz,train
